scheme_code,scheme_name,category,status
119239,DSP Strategic Bond Fund - Direct Plan - Growth,Other,ok
119242,DSP ELSS Tax Saver Fund - Direct Plan - Growth,ELSS,ok
119243,Tata Infrastructure Fund -Direct Plan -Growth Option,Sectoral - Infra,ok
119245,DSP BlackRock Technology.com Fund - Direct Plan - Growth,Sectoral - IT,ok
119247,DSP India T.I.G.E.R. Fund - Direct Plan - Growth,Other,ok
119250,DSP Large Cap Fund - Direct Plan - Growth,Large Cap,ok
119251,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,Solution - Retirement,ok
119252,DSP US Specific Equity Omni FoF - Direct Plan - Growth,FOF - Domestic,ok
119255,Tata Retirement Savings Fund- Moderate Plan -Direct Plan-Growth Option,Solution - Retirement,ok
119256,Tata Retirement Savings Fund- Conservative Plan-Direct Plan-Growth Option,Solution - Retirement,ok
119259,Tata Indo-Global Infrastructure Fund-Direct Plan Growth,Sectoral - Infra,ok
119269,Tata Growing Economies Infrastructure Fund Scheme A-Direct Plan Growth,Sectoral - Infra,ok
119271,DSP World Agriculture Fund - Direct Plan - Growth,Other,ok
119273,Tata Growing Economies Infrastructure Fund Scheme B-Direct Plan Growth,Sectoral - Infra,ok
119275,DSP Global Clean Energy Overseas Equity Omni FoF Direct Plan - Growth,Sectoral - Energy,ok
119277,DSP World Gold Mining Overseas Equity Omni FoF - Direct Plan - Growth,FOF - Domestic,ok
119279,DSP World Mining Overseas Equity Omni FoF - Direct Plan - Growth,FOF - Domestic,ok
119283,L&T Overnight Fund - Direct Plan - Growth,Liquid Fund,ok
119287,Tata S&P BSE Sensex Index Fund - Direct Plan,Index Fund,ok
119288,Tata Nifty 50 Index Fund -Direct Plan,Large Cap,ok
119291,L&T Flexicap Fund-Direct Plan-Growth,Flexi Cap,ok
119292,Union Flexi Cap Fund - Direct Plan - Growth Option,Flexi Cap,ok
119296,Tata Young Citizens' Fund [Upto 3 years]-Direct Plan Growth,Other,ok
119298,L&T Balanced Advantage Fund-Direct Plan-Growth,Balanced Advantage,ok
119299,Tata Young Citizens' Fund [> 3 years upto 7 years]-Direct Plan Growth,Other,ok
119303,Union Liquid Fund - Direct Plan - Growth Option,Liquid Fund,ok
119307,Union ELSS Tax Saver Fund - Direct Plan - Growth Option,ELSS,ok
119308,L&T India Large Cap Fund - Direct Plan - Growth,Large Cap,ok
119311,Union Dynamic Bond Fund - Direct Plan - Growth Option,Dynamic Bond,ok
119312,Tata Childrens Fund-Direct Plan-Growth Option,Solution - Children,ok
119317,Baroda Pioneer PSU Bond Fund - Plan B (Direct) - Growth Option,Other,ok
119318,Union Short Term Fund - Direct Plan - Growth Option,Short Duration,ok
119323,Tata Contra Fund -Direct Plan Growth,Other,skip
119326,BARODA HYBRID EQUITY FUND - Plan B (Direct) - Growth Option,Other,ok
119327,Union Asset Allocation Fund - Direct Plan - Growth Option,Other,ok
119330,Union KBC Asset Allocation Fund - Conservative Plan - Direct Plan - Growth Option,Other,ok
119331,PineBridge India Equity Fund- Direct Plan- Growth Option,Other,ok
119333,Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option,Sectoral - Banking,ok
119337,Baroda Dynamic Bond Fund - Plan B (Direct) - Growth Option,Dynamic Bond,ok
119341,Baroda BNP Paribas GILT FUND - Direct Plan - Growth Option,Long Duration,ok
119343,PineBridge Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,Sectoral - Infra,ok
119344,PineBridge World Gold Fund- Direct Plan- Growth Option,Gold Fund,ok
119347,L&T Hybrid Equity Fund - Direct Plan-Growth,Other,ok
119350,BANK OF INDIA Large & Mid Cap Fund Direct Plan-Growth,Mid Cap,ok
119351,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,ELSS,ok
119354,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,Multi Cap,ok
119360,PineBridge India Liquid Fund- Direct Plan- Growth Option,Liquid Fund,ok
119362,BARODA INCOME FUND - Plan B (Direct) - Growth Option,Other,ok
119364,BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth,Sectoral - Banking,ok
119367,Baroda Large cap Fund - Plan B (Direct) - Growth Option,Large Cap,ok
119369,BANK OF INDIA Liquid Fund- Direct Plan- Growth,Sectoral - Banking,ok
119372,IIFL Dividend Opportunities Index Fund-Direct Plan - Growth,Index Fund,ok
119376,PineBridge India Total Return Bond Fund- Direct Plan- Growth Option,Other,ok
119379,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,Sectoral - Banking,ok
119382,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,Sectoral - Banking,ok
119385,PineBridge India Short Term Fund- Direct Plan- Growth Option,Short Duration,ok
119389,BARODA CONSERVATIVE HYBRID FUND - Plan B (Direct) - Growth Option,Hybrid - Debt Oriented,ok
119392,Baroda Mid-cap Fund- Plan B (Direct) - Growth Option,Other,ok
119393,BANK OF INDIA Conservative Hybrid Fund Fund-Direct Plan-Growth,Sectoral - Banking,ok
119397,L&T Large and Midcap Fund-Direct Plan-Growth,Mid Cap,ok
119400,Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option,Short Duration,ok
119402,PineBridge Quarterly Interval Fund Series I- Direct Plan- Growth Option,Other,skip
119404,L&T India Value Fund-Direct Plan-Growth,Other,ok
119405,PineBridge Quarterly Interval Fund Series II- Direct Plan- Growth Option,Other,skip
119407,L&T Indo Asia Fund-Direct Plan-Growth Option,Other,ok
119410,Baroda Treasury Advantage Fund - Plan B (Direct) - Growth Option,Other,ok
119413,L&T Infrastructure Fund -Direct Plan-Growth,Sectoral - Infra,ok
119415,Baroda BNP Paribas LIQUID FUND - DIRECT PLAN - GROWTH OPTION,Liquid Fund,ok
119417,L&T  Tax Advantage Fund-Direct Plan-Growth,Other,ok
119420,L&T Global Real Assets Fund-Direct Plan-Growth Option,International FOF,ok
119424,Tata Money Market Fund- Direct Plan- Growth Option,Liquid Fund,ok
119425,L&T Gilt Fund - Direct Plan - Growth,Long Duration,ok
119428,L&T Flexi Bond Fund - Direct Plan- Growth,Other,ok
119431,L&T Money Market Fund -Direct Plan- Growth,Liquid Fund,ok
119434,Principal Retail Equity Savings Fund - Direct Plan - Growth Option,Equity Savings,ok
119436,Aditya Birla Sun Life Large & Mid Cap Fund - Growth - Direct Plan,Mid Cap,ok
119438,Principal Dividend Yield Fund - Direct Plan - Growth Option,Other,ok
119440,Principal Emerging Bluechip Fund - Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,Large Cap,ok
119441,Principal Emerging Bluechip Fund - Direct Plan - Growth Option,Large Cap,ok
119444,Tata Liquidity Management Fund- Direct Plan-Growth,Other,ok
119445,Principal Low Duration Fund - Direct Plan - Daily Income Distribution CUM Capital Withdrawal Option,Other,ok
119448,Principal Low Duration Fund - Direct Plan - Growth Option,Other,ok
119450,Principal Credit Risk Fund - Direct Plan - Growth Option,Credit Risk,ok
119451,Principal Multi Cap Growth Fund - Direct Plan -Half Yearly Income Distribution CUM Capital Withdrawal Option,Multi Cap,ok
119452,Principal Multi Cap Growth Fund-Direct Plan - Growth Option,Multi Cap,ok
119453,Principal Government Securities Fund-Direct Plan - Growth Option,Other,ok
119457,Principal Global Opportunities Fund-Direct Plan - Growth Option,International FOF,ok
119458,Principal Global Opportunities Fund- Direct Plan - Income Distribution CUM Capital Withdrawal Option,International FOF,ok
119461,Principal Dynamic Bond Fund - Direct Plan - Growth Option,Dynamic Bond,ok
119462,Principal Short Term Debt Fund- Direct Plan - Growth Option,Short Duration,ok
119464,Principal Focused Multicap Fund- Direct Plan - Growth Option,Multi Cap,ok
119465,Principal Focused Multicap Fund- Direct Plan - Half Yearly Income Distribution CUM Capital Withdrawal Option,Multi Cap,ok
119467,Principal Cash Management Fund - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Daily,Other,ok
119468,Principal Cash Management Fund - Direct Plan - Growth Option,Other,ok
119470,Principal Equity Savings Fund - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Half Yearly,Equity Savings,ok
119471,Principal Equity Savings Fund- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Quaterly,Equity Savings,ok
119472,Principal Equity Savings Fund - Direct Plan - Growth Option,Equity Savings,ok
119474,Principal Ultra Short Term Fund- Direct Plan -Growth Option,Short Duration,ok
119479,Principal Corporate Bond Fund  - Direct Plan -Growth Option,Corporate Bond,ok
119480,Principal Bank CD Fund - Direct Plan - Growth Option,Sectoral - Banking,ok
119482,Principal Balanced Advantage Fund - Direct Plan - Growth Option,Balanced Advantage,ok
119484,Principal Hybrid Equity Fund- Direct Plan - Growth Option,Other,ok
119486,Principal Personal Tax Saver Fund - Direct Plan,ELSS,ok
119487,Principal Nifty 100 Equal Weight Fund- Direct Plan - Income Distribution CUM Capital Withdrawal Option,Other,ok
119488,Principal Nifty 100 Equal Weight Fund - Direct Plan - Growth Option,Other,ok
119489,Principal Tax Savings Fund - Direct Plan,ELSS,ok
119490,Aditya Birla Sun Life Asset Allocation-Conservative Plan - Growth - Direct Plan,Other,ok
119493,Aditya Birla Sun Life Asset Allocation - Aggressive Plan - Growth - Direct Plan,Other,ok
119495,Aditya Birla Sun Life Asset Allocation - Moderate Plan - Growth - Direct Plan,Other,ok
119498,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,Short Duration,ok
119501,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,Other,ok
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,Dynamic Bond,ok
119507,Aditya Birla Sun Life Dividend Yield Fund - Growth - Direct Plan,Other,ok
119509,Birla Sun Life Floating Rate - Long Term - Growth - Direct Plan,Other,skip
119511,Aditya Birla Sun Life Money Manager Fund - Growth - Direct Plan,Other,ok
119514,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,Sectoral - Infra,ok
119517,Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan,International FOF,ok
119518,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan,International FOF,ok
119520,Aditya Birla Sun Life Long Term Advantage - Growth - Direct Plan,Other,ok
119523,Aditya Birla Sun Life Low duration Fund - Growth - Direct Plan,Other,ok
119526,Aditya Birla Sun Life Arbitrage Fund - Growth - Direct Plan,Arbitrage Fund,ok
119528,Aditya Birla Sun Life Large Cap Fund - Growth - Direct Plan,Large Cap,ok
119529,Aditya Birla Sun Life Government Securities Fund - Short Term Plan - Growth - Direct Plan,Short Duration,ok
119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,Corporate Bond,ok
119535,Aditya Birla Sun Life Interval Income Fund - Quarterly Series I - Growth - Direct Plan,Other,ok
119536,Aditya Birla Sun Life India Reforms Fund - Growth - Direct Plan,Other,ok
119539,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,Medium Duration,ok
119542,Sundaram Equity Hybrid Fund Direct Plan - Growth,Aggressive Hybrid,ok
119544,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,ELSS,ok
119546,Aditya Birla Sun Life Special Situations Fund - Growth - Direct Plan,Other,ok
119549,Sundaram Value Fund Direct Plan - Growth,Other,ok
119550,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,Sectoral - Banking,ok
119555,Sundaram Select Thematic Funds Capex Opportunities -Direct Plan - Growth Option,Other,ok
119556,Aditya Birla Sun Life Small Cap Fund - Growth - Direct Plan,Small Cap,ok
119559,Sundaram Select Thematic Funds Energy Opportunities -Direct Plan - Growth Option,Sectoral - Energy,ok
119564,Aditya Birla Sun Life Focused Fund - Growth - Direct Plan,Other,ok
119566,Sundaram Large and Midcap Fund Direct Plan - Growth,Mid Cap,ok
119568,Aditya Birla Sun Life Liquid Fund - Growth - Direct Plan,Liquid Fund,ok
119572,Sundaram Multi Asset Fund Direct Growth,Other,ok
119574,SBI Arbitrage Opportunities Fund - Direct Plan - Gr,Arbitrage Fund,ok
119576,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,International FOF,ok
119578,Sundaram Select Focus Direct Plan - Growth,Other,ok
119580,Birla Sun Life Commodities Equities Fund Global Multi Commodity Plan - Growth - Direct Plan,International FOF,skip
119581,Sundaram Mid Cap Fund Direct Plan - Growth,Mid Cap,ok
119584,Birla Sun Life Commodities Equities Fund Global Precious Metals Plan - Growth - Direct Plan,International FOF,skip
119586,Sundaram Select Thematic Funds PSU Opportunities -Direct Plan - Growth Option,Other,ok
119589,Sundaram Small Cap Fund Direct Plan - Growth,Small Cap,ok
119591,Aditya Birla Sun Life Consumption Fund - Growth - Direct Plan,Sectoral - Consumption,ok
119592,Sundaram Growth Fund - Direct Plan - Growth Option,Other,ok
119593,Sundaram Growth Fund - Direct Plan - Dividend Option,Other,ok
119595,Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth),Sectoral - Consumption,ok
119597,Sundaram Financial Services Opportunities Fund Direct Plan - Growth,Sectoral - Banking,ok
119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,Large Cap,ok
119599,Sundaram Entertainment Opportunities Fund -Direct Plan - Growth Option,Other,ok
119602,Sundaram Global Brand Theme-Equity Active FOF - Direct Growth,FOF - Domestic,ok
119603,Sundaram Gilt Fund - Direct Plan - Growth Option,Long Duration,ok
119605,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,Other,ok
119609,SBI EQUITY HYBRID FUND - DIRECT PLAN - Growth,Aggressive Hybrid,ok
119612,Aditya Birla Sun Life Gilt Plus - Liquid Plan - Growth - Direct Plan,Long Duration,ok
119614,Aditya Birla Sun Life Constant Maturity 10 Year Gilt Fund - Growth - Direct Plan,Long Duration,ok
119618,Aditya Birla Sun Life India Opportunities Fund - Growth - Direct Plan,Other,ok
119620,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,Mid Cap,ok
119621,Sundaram Corporate Bond Fund Direct Plan - Growth,Corporate Bond,ok
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,Sectoral - Banking,ok
119632,Sundaram Short Term Credit Risk Fund - Direct Plan - Growth Option,Short Duration,ok
119635,Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,Hybrid - Debt Oriented,ok
119644,Sundaram Regular Savings Fund - Direct Plan - Growth Option,Other,ok
119646,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,Sectoral - MNC,ok
119648,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan,Large Cap,ok
119654,Sundaram Monthly Income Plan - Moderate Plan - Direct Plan - Growth Option,Hybrid - Debt Oriented,ok
119657,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,Other,ok
119659,Aditya Birla Sun Life Value Fund - Growth - Direct Plan,Other,ok
119661,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,Other,ok
119664,Sundaram Short Term Debt Fund Direct Plan - Growth,Short Duration,ok
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,Dynamic Bond,ok
119675,Sundaram Medium Duration Fund (Formerly Known as Sundaram Medium Term Bond Fund) Direct Plan - Growth,Medium Duration,ok
119680,Sundaram Low Duration Fund Direct Plan - Growth,Other,ok
119685,SBI Edge Fund - DIRECT PLAN - GROWTH,Other,ok
119686,Sundaram Money Fund Direct Plan - Growth,Other,ok
119693,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan D - Direct Plan - Growth,Other,ok
119697,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan A - Direct Plan - Growth,Other,ok
119698,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan B - Direct Plan - Growth,Other,ok
119700,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,Sectoral - Infra,ok
119701,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan C - Direct Plan - Growth,Other,ok
119704,Sundaram Fixed Income Interval Fund- Quarterly Series-Plan E - Direct Plan - Growth,Other,ok
119705,SBI COMMA Fund - DIRECT PLAN - Growth,Other,ok
119707,SBI GILT FUND - DIRECT PLAN - GROWTH,Long Duration,ok
119709,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,Other,ok
119711,SBI MNC FUND - DIRECT PLAN -GROWTH,Sectoral - MNC,ok
119714,SBI Medium to Long Duration Fund-DIRECT PLAN -Growth,Long Duration,ok
119716,SBI MIDCAP FUND - DIRECT PLAN - GROWTH,Mid Cap,ok
119718,SBI Flexicap Fund - DIRECT PLAN - Growth Option,Flexi Cap,ok
119719,SBI Children's Fund - Savings Plan - DIRECT PLAN - GROWTH,Solution - Children,ok
119721,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,Mid Cap,ok
119723,SBI ELSS Tax Saver FUND - DIRECT PLAN -GROWTH,ELSS,ok
119727,SBI FOCUSED FUND - DIRECT PLAN -GROWTH,Other,ok
119732,SBI PSU Fund - DIRECT PLAN - GROWTH,Other,ok
119735,Kotak Bond Fund - Growth - Direct,Other,ok
119736,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,Other,ok
119738,Kotak Bond Short Term Plan-(Payout of Income Distribution cum capital withdrawal option) - Direct,Short Duration,ok
119739,Kotak Bond Short Term Plan-(Growth) - Direct,Short Duration,ok
119740,Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,Credit Risk,ok
119741,Kotak Credit Risk Fund - Growth - Direct,Credit Risk,ok
119744,Kotak Credit Risk Fund - Quaterly Direct Payout of Income Distribution cum capital withdrawal option - Direct,Credit Risk,ok
119745,Kotak Money Market Scheme - (Daily Reinvestment of Income Distribution cum capital withdrawal option) - Direct,Liquid Fund,ok
119746,Kotak Money Market Fund - (Growth) - Direct,Liquid Fund,ok
119749,Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option - Direct,Other,ok
119750,Kotak Savings Fund-Growth - Direct,Other,ok
119753,Kotak Dynamic Bond Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,Dynamic Bond,ok
119755,Kotak Dynamic Bond Fund - Growth - Direct,Dynamic Bond,ok
119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,Long Duration,ok
119758,Kotak Gilt-Investment Regular-Payout of Income Distribution cum capital withdrawal option - Direct,Long Duration,ok
119759,Kotak Gilt-Investment Regular-Growth - Direct,Long Duration,ok
119762,Kotak Gilt-Savings-Growth - Direct,Long Duration,skip
119764,Kotak Liquid Fund - Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option,Liquid Fund,ok
119766,Kotak Liquid Fund - Direct Plan - Growth,Liquid Fund,ok
119769,Kotak Contra Fund - Direct Plan - Growth,Other,ok
119771,Kotak Arbitrage Fund - Direct Plan - Growth,Arbitrage Fund,ok
119772,Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option - Direct,ELSS,ok
119773,Kotak ELSS Tax Saver Fund-Growth - Direct,ELSS,ok
119775,Kotak Midcap Fund - Direct Plan - Growth,Mid Cap,ok
119776,Kotak Multi Asset Omni FOF - Direct Payout of Income Distribution cum capital withdrawal option,FOF - Domestic,ok
